dll,rva,ord,type,who,kind,target,len
D2GAME.dll,0x12F36,,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x12F88,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E510,4
D2GAME.dll,0x13033,,NOP-out,logic-nop,code-removed,,1
D2GAME.dll,0x13137,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E510,4
D2GAME.dll,0x1319F,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x13E21,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EB60,4
D2GAME.dll,0x13E3C,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EB40,4
D2GAME.dll,0x13E4D,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EB40,4
D2GAME.dll,0x141F6,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1022CD40,4
D2GAME.dll,0x14E36,10013,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023EAE0,17
D2GAME.dll,0x152BF,10013,partial-NOP,logic-nop,code-removed,,69
D2GAME.dll,0x18511,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x1BC87,10013,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x1C73D,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E390,4
D2GAME.dll,0x1C80D,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x1CA59,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x1DD25,10013,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x1DEB3,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x1DED6,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x1DEFB,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x1E000,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x1E05E,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FF60,4
D2GAME.dll,0x1E0EB,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x1E11C,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x1F780,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F4A0,4
D2GAME.dll,0x1FF59,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F4E0,4
D2GAME.dll,0x201D3,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240580,4
D2GAME.dll,0x20493,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x204A2,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x204F3,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F470,4
D2GAME.dll,0x206E2,10013,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023F420,9
D2GAME.dll,0x20996,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x20A08,10013,inline-edit,other:nvd3dum.dll,abs-ptr,,14
D2GAME.dll,0x20A8D,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x21825,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B1AB0,4
D2GAME.dll,0x21835,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B1AB0,4
D2GAME.dll,0x21895,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B1AB0,4
D2GAME.dll,0x222DF,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x222F4,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x242EB,10013,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,0x134CBDFF,4
D2GAME.dll,0x24E05,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E390,4
D2GAME.dll,0x24E4F,10013,partial-NOP,logic-nop,code-removed,,21
D2GAME.dll,0x267EC,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x269C1,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B1AB0,4
D2GAME.dll,0x269D5,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B1AB0,4
D2GAME.dll,0x269E5,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B1AB0,4
D2GAME.dll,0x272FA,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x27478,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x278BC,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x27A92,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x27CF8,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101D2BE0,4
D2GAME.dll,0x282F8,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD40,4
D2GAME.dll,0x28336,10013,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x28341,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x28664,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x28A2A,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x28CE5,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F3F0,4
D2GAME.dll,0x28D22,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241DB0,4
D2GAME.dll,0x28D76,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x28FD3,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F940,4
D2GAME.dll,0x2979A,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240E60,4
D2GAME.dll,0x29CB0,10022,partial-NOP,logic-nop,code-removed,,6
D2GAME.dll,0x2BB8F,10031,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241F90,4
D2GAME.dll,0x2C46C,10055,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241F90,4
D2GAME.dll,0x2C8AB,10044,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,4
D2GAME.dll,0x2C93B,10044,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,4
D2GAME.dll,0x2C9B7,10044,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,4
D2GAME.dll,0x2CCB9,10044,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021CBA0,4
D2GAME.dll,0x2CD27,10044,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x2CF75,10044,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6F40,4
D2GAME.dll,0x2D07C,10003,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2D118,10003,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2D28B,10003,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EF70,4
D2GAME.dll,0x2D2D7,10003,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2D35E,10003,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2D568,10038,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E7B0,4
D2GAME.dll,0x2D657,10038,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EF70,4
D2GAME.dll,0x2D74D,10038,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,4
D2GAME.dll,0x2D761,10038,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EF70,4
D2GAME.dll,0x2D803,10038,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EF70,4
D2GAME.dll,0x2D8DA,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,11
D2GAME.dll,0x2D903,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2D92C,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFE0,4
D2GAME.dll,0x2DB2E,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C9AD0,4
D2GAME.dll,0x2DD0B,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E7E0,4
D2GAME.dll,0x2DDAE,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2DE9F,10006,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,13
D2GAME.dll,0x2DEF2,10034,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EF70,4
D2GAME.dll,0x2DFDB,10024,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFE0,4
D2GAME.dll,0x2E2DC,10008,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241100,4
D2GAME.dll,0x2E3DE,10008,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x2E43F,10008,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FDC0,4
D2GAME.dll,0x2E47F,10040,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C9E50,4
D2GAME.dll,0x2E8D1,10040,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023F410,6
D2GAME.dll,0x2F3A0,10040,NOP-out,logic-nop,code-removed,,5
D2GAME.dll,0x2F3AF,10040,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x332B5,10040,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x35B4E,10051,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x36599,10051,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x37A3D,10049,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x380B4,10049,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x380D4,10049,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x383A9,10049,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102406C0,4
D2GAME.dll,0x38660,10049,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,0x134E4964,4
D2GAME.dll,0x3866E,10049,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C4E50,4
D2GAME.dll,0x3878E,10049,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x387C3,10049,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x38885,10049,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x3A730,10039,partial-NOP,logic-nop,code-removed,,20
D2GAME.dll,0x3A7E0,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102423B0,4
D2GAME.dll,0x3A8FE,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102423B0,4
D2GAME.dll,0x3A9B4,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102423B0,4
D2GAME.dll,0x3ACF9,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4C0,4
D2GAME.dll,0x3AF05,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240610,4
D2GAME.dll,0x3AF4D,10039,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x3AFD9,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x3AFF7,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241320,4
D2GAME.dll,0x3B05C,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405F0,4
D2GAME.dll,0x3B30F,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3B556,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102423B0,4
D2GAME.dll,0x3B75B,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3B92A,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3BAFD,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102423B0,4
D2GAME.dll,0x3D98B,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3DCC4,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3DCD0,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC50,4
D2GAME.dll,0x3E016,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3E24F,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102423B0,4
D2GAME.dll,0x3E4FF,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x3E56E,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x3E583,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221720,4
D2GAME.dll,0x3EAC8,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240E60,4
D2GAME.dll,0x3EE8A,10039,inline-edit,logic-inline,value-edit,,8
D2GAME.dll,0x3EF2B,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC80,4
D2GAME.dll,0x3EF67,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6100,15
D2GAME.dll,0x3EF7F,10039,inline-edit,logic-inline,value-edit,,7
D2GAME.dll,0x3EF96,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023ECC0,4
D2GAME.dll,0x3F006,10039,inline-edit,logic-inline,value-edit,,7
D2GAME.dll,0x3F01D,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023ECC0,4
D2GAME.dll,0x3F06D,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x3F0B0,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC50,4
D2GAME.dll,0x40391,10039,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x410CA,10039,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x4281A,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4C0,4
D2GAME.dll,0x42C20,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x430BE,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x43370,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x43387,10030,partial-NOP,logic-nop,code-removed,,68
D2GAME.dll,0x433EF,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241EA0,4
D2GAME.dll,0x435BD,10030,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x43B17,10030,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x43F31,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x440C2,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x44167,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4C0,4
D2GAME.dll,0x44306,10030,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x44538,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102411F0,4
D2GAME.dll,0x44BE6,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x44D08,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x44E0D,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4520F,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4653D,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x466F3,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x46881,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x46A00,10030,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x47099,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E7A0,4
D2GAME.dll,0x470D6,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E7A0,4
D2GAME.dll,0x477C9,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E7A0,4
D2GAME.dll,0x48B8D,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240300,4
D2GAME.dll,0x490C5,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x49F05,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C73C0,4
D2GAME.dll,0x49F55,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C73C0,4
D2GAME.dll,0x4AF4B,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C73C0,4
D2GAME.dll,0x4AF8E,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C73C0,4
D2GAME.dll,0x4B7CC,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EDE0,4
D2GAME.dll,0x4B831,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10242710,4
D2GAME.dll,0x4BAE6,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x4BC17,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023C550,4
D2GAME.dll,0x4BE8B,10023,inline-edit,logic-inline,value-edit,,3
D2GAME.dll,0x4C00A,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x4C111,10023,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x4C42A,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4C58E,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CD4A0,4
D2GAME.dll,0x4C5BC,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CD4A0,4
D2GAME.dll,0x4C6AC,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CD4A0,4
D2GAME.dll,0x4C6F7,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CD4A0,4
D2GAME.dll,0x4C7A4,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4CBA2,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4CCF7,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4D84A,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x4D879,10041,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x4DA47,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x4DB51,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE2C0,4
D2GAME.dll,0x4DBAC,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102405D0,4
D2GAME.dll,0x4DC47,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CD4C0,4
D2GAME.dll,0x4E8AD,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6520,4
D2GAME.dll,0x4EB65,10041,NOP-out,logic-nop,code-removed,,2
D2GAME.dll,0x4F23D,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x4F434,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x4F4B8,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC10,4
D2GAME.dll,0x4FA54,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E8F0,4
D2GAME.dll,0x4FE8F,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E390,4
D2GAME.dll,0x50090,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x502C0,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4D0,4
D2GAME.dll,0x5034D,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4C0,4
D2GAME.dll,0x503A1,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4D0,4
D2GAME.dll,0x503B9,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5760,4
D2GAME.dll,0x505A0,10041,inline-edit,other:D2GAME.dll,rel-branch,0x032EDE5E,7
D2GAME.dll,0x506A8,10041,NOP-out,logic-nop,code-removed,,7
D2GAME.dll,0x50AD1,10041,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x50C48,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4C0,4
D2GAME.dll,0x50FAA,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x511C0,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x514DD,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x5152A,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5C70,4
D2GAME.dll,0x5199C,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x51A58,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220380,4
D2GAME.dll,0x51E45,10041,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E4C0,4
D2GAME.dll,0x52713,10021,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241100,4
D2GAME.dll,0x52797,10021,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFB0,4
D2GAME.dll,0x52816,10021,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EFE0,4
D2GAME.dll,0x537D2,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x537DF,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x537FD,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53840,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53888,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x538AC,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x538D2,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x538EE,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53900,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x5391E,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x5396D,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x539C2,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53A35,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53A7E,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53ABA,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53AFD,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53B39,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53BA4,10019,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023A850,4
D2GAME.dll,0x53E52,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53E7B,10019,inline-edit,logic-inline,value-edit,,10
D2GAME.dll,0x53E8F,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53E9B,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53EA7,10019,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023A4C0,4
D2GAME.dll,0x53F01,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53F12,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53F3D,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53F5C,10019,inline-edit,logic-inline,value-edit,,9
D2GAME.dll,0x53F6F,10019,inline-edit,logic-inline,value-edit,,7
D2GAME.dll,0x53F80,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53F94,10019,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023A4C0,4
D2GAME.dll,0x53FD8,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x53FF5,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x54002,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x5401D,10019,inline-edit,logic-inline,value-edit,,9
D2GAME.dll,0x54030,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x5403F,10019,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023A4C0,4
D2GAME.dll,0x54052,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x54246,10019,inline-edit,logic-inline,value-edit,,26
D2GAME.dll,0x5426D,10019,inline-edit,logic-inline,value-edit,,12
D2GAME.dll,0x542C5,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x542D0,10019,inline-edit,logic-inline,value-edit,,10
D2GAME.dll,0x542EB,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x5430C,10019,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x543B3,10019,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023C180,4
D2GAME.dll,0x543E7,10019,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E7C0,4
D2GAME.dll,0x54400,10004,JMP-detour,HARNESS:D2Debugger,control-redirect,0x6C9A42E0,5
D2GAME.dll,0x54412,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E770,4
D2GAME.dll,0x548F7,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x5496B,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x55667,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E7A0,4
D2GAME.dll,0x559DE,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E390,4
D2GAME.dll,0x55FEB,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E390,4
D2GAME.dll,0x55FFF,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E390,4
D2GAME.dll,0x5618C,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FFF0,4
