dll,rva,ord,type,who,kind,target,len
D2CLIENT.dll,0xC1DC2,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,12
D2CLIENT.dll,0xC1DF1,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018EB20,4
D2CLIENT.dll,0xC1E6F,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xC2021,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xC23C5,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,12
D2CLIENT.dll,0xC2412,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2CLIENT.dll,0xC2429,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018EB20,4
D2CLIENT.dll,0xC243C,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xC25AD,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xC2944,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018E940,4
D2CLIENT.dll,0xC2A2D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xC2A9D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xC2BDA,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xC2C46,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xC2F0A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101949F0,4
D2CLIENT.dll,0xC2F52,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2CLIENT.dll,0xC320E,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018AB60,4
D2CLIENT.dll,0xC3357,10001,inline-edit,logic-inline,value-edit,,3
D2CLIENT.dll,0xC341C,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2CLIENT.dll,0xC34D8,10001,inline-edit,logic-inline,value-edit,,6
D2CLIENT.dll,0xC3971,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018ED10,4
D2CLIENT.dll,0xC399F,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10194840,4
D2CLIENT.dll,0xC39F6,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1680,39
D2CLIENT.dll,0xC3A4D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018AF70,15
D2CLIENT.dll,0xC3A82,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B3A60,4
D2CLIENT.dll,0xC3A9D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B3A30,14
D2CLIENT.dll,0xC3AB4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B3A40,4
D2CLIENT.dll,0xC3B18,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018CFF0,4
D2CLIENT.dll,0xC3B2A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018CFF0,4
D2CLIENT.dll,0xC3B49,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BB480,4
D2CLIENT.dll,0xC3BBB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B3A90,4
D2CLIENT.dll,0xC3BC8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B3A10,4
D2CLIENT.dll,0xC3D49,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B8090,11
D2CLIENT.dll,0xC3D60,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B5470,4
D2CLIENT.dll,0xC3DB1,10001,inline-edit,logic-inline,value-edit,,9
D2CLIENT.dll,0xC49DB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101D2BE0,4
D2CLIENT.dll,0xC6C91,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xC7083,10001,inline-edit,other:D2CLIENT.dll,rel-branch,0x6FB92917,6
D2CLIENT.dll,0xC73FC,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD60,4
D2CLIENT.dll,0xC7411,10001,inline-edit,logic-inline,value-edit,,1
D2MULTI.dll,0x01250,,CALL-patch,PD2:BH.dll,control-redirect,0x03E9B4D0,5
D2MULTI.dll,0x0CDEA,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241110,4
D2MULTI.dll,0x0D669,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102378B0,12
D2MULTI.dll,0x0D754,1,inline-edit,PD2:BH.dll,rel-branch,0x03E8D410,4
D2MULTI.dll,0x0DA2B,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2MULTI.dll,0x0DF4E,1,CALL-patch,PD2:BH.dll,control-redirect,0x03EA3640,5
D2MULTI.dll,0x10782,1,inline-edit,PD2:BH.dll,rel-branch,0x03E8D430,4
D2MULTI.dll,0x107A0,1,JMP-detour,PD2:BH.dll,control-redirect,0x03E8D480,6
D2MULTI.dll,0x108A0,1,JMP-detour,PD2:BH.dll,control-redirect,0x03E8D450,6
D2MULTI.dll,0x11AA8,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102209E0,4
D2MULTI.dll,0x11D3D,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2MULTI.dll,0x11D56,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2MULTI.dll,0x11DC4,1,inline-edit,PD2:BH.dll,rel-branch,0x03EA2930,4
D2MULTI.dll,0x1457A,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2MULTI.dll,0x14592,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2MULTI.dll,0x145DC,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2MULTI.dll,0x1469C,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2MULTI.dll,0x146B4,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2MULTI.dll,0x149EF,1,CALL-patch,PD2:BH.dll,control-redirect,0x03EA3630,5
D2MULTI.dll,0x14A0C,1,inline-edit,PD2:BH.dll,rel-branch,0x03E9B2E0,4
D2MULTI.dll,0x14A47,1,inline-edit,PD2:BH.dll,rel-branch,0x03E9B390,4
D2MULTI.dll,0x14C1E,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10220840,4
D2MULTI.dll,0x14C95,1,inline-edit,logic-inline,value-edit,,2
D2MULTI.dll,0x14D2A,1,inline-edit,PD2:BH.dll,rel-branch,0x03E9B2E0,4
D2MULTI.dll,0x14D65,1,inline-edit,PD2:BH.dll,rel-branch,0x03E9B390,4
D2MULTI.dll,0x14D90,1,inline-edit,PD2:BH.dll,rel-branch,0x03E9B430,4
D2MULTI.dll,0x15162,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2MULTI.dll,0x15177,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2LAUNCH.dll,0x0C396,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x0C500,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x0C54D,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x0C57E,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x0D12F,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x0D962,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x0D9B2,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x0DA0D,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x0E5DF,1,inline-edit,other:D2LAUNCH.dll,rel-branch,0x6FA51193,25
D2LAUNCH.dll,0x0E793,1,inline-edit,logic-inline,value-edit,,2
D2LAUNCH.dll,0x0E95A,1,inline-edit,logic-inline,value-edit,,2
D2LAUNCH.dll,0x0EF64,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2LAUNCH.dll,0x0F836,1,inline-edit,logic-inline,value-edit,,2
D2LAUNCH.dll,0x0FD22,1,inline-edit,logic-inline,value-edit,,2
D2LAUNCH.dll,0x12852,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x128C0,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x128E7,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x12957,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x1299C,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x13C36,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x16DEC,1,JMP-detour,other:D2LAUNCH.dll,control-redirect,0x6FA56E0F,7
D2LAUNCH.dll,0x1793D,1,inline-edit,logic-inline,value-edit,,2
D2LAUNCH.dll,0x18108,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B88C0,4
D2LAUNCH.dll,0x1812B,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B88C0,4
D2LAUNCH.dll,0x1884E,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x18939,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x189DB,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x19457,1,inline-edit,logic-inline,value-edit,,2
D2LAUNCH.dll,0x1953A,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2LAUNCH.dll,0x19EB0,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2LAUNCH.dll,0x19FFD,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x1A15E,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x1A1E5,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2LAUNCH.dll,0x1AE4E,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
Bnclient.dll,0x0EAB6,1,CALL-patch,PD2:BH.dll,control-redirect,0x03E8D3B0,8
Bnclient.dll,0x0F406,1,inline-edit,logic-inline,value-edit,,1
Bnclient.dll,0x0F955,1,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10237350,4
Bnclient.dll,0x14BF9,9,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10216720,4
Bnclient.dll,0x14C36,9,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10216720,4
Bnclient.dll,0x150B1,17,NOP-out,logic-nop,code-removed,,18
D2Gdi.dll,0x06D34,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1840,43
D2Gdi.dll,0x07049,10001,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D18C0,46
D2DDraw.dll,0x09467,10000,CALL-patch,PD2:SGD2FreeDisplayFix.dll,control-redirect,0x6C821D00,17
D2DDraw.dll,0x094A2,10000,CALL-patch,PD2:SGD2FreeDisplayFix.dll,control-redirect,0x6C8228A0,22
D2Direct3D.dll,0x0BA2E,,inline-edit,logic-inline,value-edit,,1
D2Direct3D.dll,0x10002,10000,CALL-patch,PD2:SGD2FreeDisplayFix.dll,control-redirect,0x6C821D00,14
D2Direct3D.dll,0x10030,10000,CALL-patch,PD2:SGD2FreeDisplayFix.dll,control-redirect,0x6C825180,21
D2Glide.dll,0x07A29,,CALL-patch,PD2:SGD2FreeDisplayFix.dll,control-redirect,0x6C826720,14
D2Glide.dll,0x07A57,,CALL-patch,PD2:SGD2FreeDisplayFix.dll,control-redirect,0x6C8277D0,21
